Household_Size,Seasonal_Index,Garden_Area,Income_Level,Bathrooms,Appliances_Count,Rainfall,Temperature,Water_Price_Index,Daily_Liters_Used
2.0,1.4,51.0,105998.0,1.0,17.0,73.36,22.7,1.46,521.0
7.0,0.72,11.0,140921.0,2.0,13.0,159.94,29.43,1.45,495.0
2.0,1.29,33.0,35689.0,4.0,13.0,182.97,26.0,2.31,
3.0,0.79,131.0,91792.0,2.0,13.0,97.94,24.84,0.74,737.0
6.0,1.5,129.0,47829.0,2.0,9.0,31.62,26.15,2.0,1208.0
,0.78,39.0,36374.0,4.0,10.0,136.87,24.08,1.22,496.0
6.0,0.89,88.0,81431.0,3.0,21.0,60.7,33.29,0.76,1167.0
7.0,0.95,72.0,91916.0,4.0,16.0,21.12,33.91,1.67,1209.0
5.0,0.95,42.0,116870.0,4.0,16.0,130.66,,1.69,644.0
3.0,0.73,70.0,120422.0,,14.0,95.21,10.64,1.86,
7.0,0.93,18.0,48229.0,1.0,9.0,67.07,30.36,1.91,762.0
1.0,0.74,18.0,26727.0,2.0,16.0,142.23,25.32,1.51,215.0
3.0,0.96,121.0,143299.0,1.0,11.0,169.99,12.28,0.57,341.0
6.0,0.85,137.0,38300.0,4.0,15.0,168.67,15.53,0.95,645.0
4.0,1.34,25.0,125693.0,4.0,17.0,113.43,27.03,1.49,575.0
2.0,1.58,108.0,80973.0,4.0,5.0,170.49,25.32,1.7,489.0
6.0,1.58,121.0,24239.0,1.0,6.0,36.64,24.5,0.84,1128.0
5.0,1.48,30.0,103658.0,3.0,21.0,2.62,38.26,0.64,1196.0
3.0,1.4,42.0,143777.0,3.0,20.0,,38.59,1.3,708.0
6.0,0.94,112.0,132947.0,3.0,17.0,198.21,23.99,0.61,732.0
5.0,1.0,61.0,69699.0,3.0,12.0,146.82,18.6,1.73,
5.0,1.44,10.0,45464.0,1.0,9.0,20.35,33.1,2.19,1040.0
1.0,1.53,8.0,,2.0,6.0,33.65,11.03,2.11,300.0
3.0,0.9,72.0,126311.0,4.0,14.0,12.18,16.78,1.51,769.0
6.0,1.16,112.0,102542.0,4.0,16.0,120.83,32.66,0.88,1019.0
3.0,1.25,59.0,122804.0,1.0,14.0,186.65,10.45,1.28,291.0
7.0,1.38,81.0,137769.0,2.0,17.0,160.93,10.58,,639.0
5.0,1.35,44.0,140494.0,3.0,5.0,198.2,28.25,0.69,502.0
5.0,1.43,98.0,46619.0,2.0,18.0,99.91,36.42,1.25,963.0
2.0,1.2,100.0,30492.0,2.0,20.0,42.85,24.96,2.07,762.0
4.0,1.37,11.0,105525.0,3.0,9.0,83.82,36.04,1.09,749.0
6.0,1.3,,,3.0,,2.21,32.84,2.12,1268.0
1.0,1.39,33.0,98518.0,2.0,19.0,12.72,23.08,1.64,639.0
4.0,1.29,24.0,,2.0,13.0,149.64,33.0,2.48,466.0
2.0,0.82,61.0,123016.0,2.0,8.0,3.67,11.05,1.64,566.0
5.0,1.25,57.0,33854.0,4.0,14.0,99.44,23.55,0.93,823.0
5.0,0.75,111.0,143549.0,4.0,17.0,107.58,27.07,0.62,926.0
2.0,1.03,97.0,120905.0,3.0,14.0,142.55,21.48,2.42,321.0
2.0,0.94,53.0,96896.0,1.0,7.0,105.98,,1.66,391.0
7.0,0.82,60.0,25583.0,4.0,13.0,115.16,19.22,2.33,802.0
5.0,1.29,21.0,29344.0,1.0,23.0,149.58,26.31,2.32,
7.0,1.29,64.0,21462.0,2.0,24.0,128.72,28.87,2.37,885.0
,0.93,12.0,42706.0,2.0,19.0,158.12,38.58,2.31,374.0
3.0,1.31,148.0,141770.0,1.0,5.0,197.95,14.78,2.1,365.0
5.0,,115.0,138884.0,4.0,6.0,50.96,13.24,2.2,666.0
2.0,1.17,103.0,47160.0,4.0,15.0,108.51,30.11,1.15,749.0
5.0,0.7,69.0,126379.0,4.0,7.0,41.2,35.07,0.89,1058.0
2.0,0.77,149.0,53635.0,4.0,20.0,162.55,26.06,2.3,474.0
6.0,1.18,48.0,126931.0,3.0,13.0,35.6,34.5,2.36,1067.0
7.0,0.77,103.0,63790.0,1.0,20.0,95.02,27.74,1.97,861.0
3.0,1.27,139.0,94462.0,2.0,10.0,61.89,34.44,1.18,894.0
6.0,1.57,45.0,27235.0,2.0,22.0,28.3,31.31,1.45,1205.0
6.0,1.08,114.0,40977.0,,21.0,78.9,15.81,1.48,918.0
3.0,0.88,47.0,39267.0,2.0,13.0,179.4,14.35,1.64,83.0
7.0,1.36,82.0,40651.0,,19.0,144.4,35.72,2.24,921.0
7.0,1.32,102.0,29465.0,3.0,20.0,140.87,23.01,1.13,981.0
5.0,1.54,84.0,62598.0,1.0,9.0,11.3,17.79,2.18,965.0
2.0,1.02,58.0,90268.0,3.0,11.0,41.21,33.96,1.31,699.0
,1.02,71.0,66762.0,1.0,11.0,30.81,18.02,0.93,679.0
5.0,1.52,84.0,20882.0,3.0,14.0,39.14,19.5,1.25,915.0
4.0,1.09,72.0,79123.0,3.0,22.0,41.91,25.53,0.65,998.0
3.0,0.88,38.0,106717.0,4.0,6.0,137.73,26.81,1.19,437.0
5.0,0.96,41.0,75087.0,1.0,19.0,18.02,38.47,,1027.0
7.0,0.83,122.0,85364.0,1.0,21.0,104.43,18.8,1.22,855.0
5.0,1.54,146.0,78866.0,3.0,13.0,174.3,22.47,1.89,624.0
2.0,0.9,78.0,93620.0,2.0,14.0,74.79,10.56,2.05,312.0
7.0,1.46,55.0,48610.0,3.0,12.0,48.39,35.17,0.96,1142.0
4.0,0.98,148.0,135200.0,4.0,17.0,36.93,39.71,1.87,1256.0
1.0,1.5,82.0,118750.0,3.0,13.0,3.95,12.39,1.35,706.0
1.0,1.12,,110777.0,2.0,13.0,56.34,33.87,1.88,507.0
4.0,1.19,103.0,76356.0,4.0,20.0,105.57,,0.67,677.0
,1.08,127.0,41209.0,2.0,18.0,125.51,29.19,1.98,672.0
2.0,1.12,142.0,85681.0,2.0,11.0,121.54,24.27,1.25,616.0
3.0,1.45,124.0,21996.0,2.0,17.0,159.65,31.52,2.46,553.0
5.0,1.11,17.0,60633.0,,20.0,10.01,24.96,1.8,958.0
5.0,1.35,42.0,21674.0,3.0,18.0,53.23,29.69,1.33,1027.0
4.0,1.16,45.0,67922.0,2.0,13.0,104.17,39.36,2.09,693.0
6.0,1.02,107.0,107347.0,1.0,5.0,24.16,38.79,1.89,1132.0
3.0,0.85,99.0,97909.0,3.0,10.0,154.73,24.45,1.26,444.0
4.0,1.23,95.0,146759.0,1.0,22.0,83.34,19.1,1.38,1444.0
2.0,1.13,110.0,,1.0,16.0,56.14,13.94,2.18,579.0
5.0,1.25,144.0,31962.0,1.0,14.0,152.81,14.92,0.64,641.0
2.0,0.76,107.0,75648.0,2.0,8.0,82.64,27.64,0.99,648.0
2.0,0.9,86.0,40039.0,1.0,5.0,147.76,38.93,2.0,476.0
5.0,1.2,87.0,76463.0,1.0,19.0,36.24,19.01,0.5,2062.0
7.0,0.73,65.0,113847.0,4.0,12.0,77.73,24.29,1.65,866.0
7.0,1.26,50.0,137626.0,4.0,7.0,,35.16,1.22,1156.0
4.0,,57.0,90714.0,4.0,18.0,80.83,34.72,2.36,789.0
4.0,1.52,42.0,68353.0,3.0,10.0,126.28,23.99,1.51,512.0
6.0,1.33,37.0,96427.0,1.0,14.0,176.82,18.93,2.05,464.0
3.0,1.05,119.0,80038.0,4.0,24.0,167.11,31.91,2.09,639.0
4.0,,16.0,92267.0,3.0,11.0,163.16,25.19,2.09,402.0
1.0,1.33,65.0,,2.0,17.0,58.63,31.33,0.92,1296.0
7.0,1.3,70.0,107527.0,4.0,15.0,49.84,27.75,2.32,
6.0,0.79,115.0,105092.0,1.0,21.0,151.49,10.47,0.66,571.0
7.0,1.15,45.0,90247.0,1.0,19.0,62.17,27.14,1.36,923.0
2.0,0.77,75.0,146062.0,4.0,16.0,10.96,23.94,1.77,836.0
5.0,1.43,48.0,118015.0,3.0,7.0,123.15,28.6,2.26,803.0
7.0,0.77,121.0,34626.0,2.0,23.0,120.96,36.32,2.07,1055.0
2.0,1.25,121.0,99795.0,4.0,24.0,134.81,29.19,1.35,602.0
6.0,0.8,133.0,130489.0,1.0,22.0,90.45,24.31,1.4,851.0
2.0,0.84,13.0,110282.0,1.0,8.0,166.68,26.16,2.19,95.0
1.0,1.25,95.0,55333.0,1.0,23.0,21.18,23.03,1.71,774.0
2.0,1.14,132.0,132652.0,2.0,5.0,174.4,35.64,1.15,581.0
7.0,,,58871.0,4.0,21.0,170.0,16.35,1.86,701.0
1.0,0.7,120.0,143745.0,1.0,11.0,120.77,27.35,2.24,285.0
6.0,1.39,147.0,91695.0,,22.0,50.0,17.68,0.94,1213.0
1.0,1.28,56.0,123381.0,,22.0,191.05,39.29,1.03,
6.0,1.02,132.0,141768.0,2.0,12.0,31.29,39.71,1.3,1150.0
2.0,1.48,143.0,61136.0,4.0,17.0,164.94,15.89,0.71,493.0
6.0,1.34,52.0,102987.0,4.0,12.0,115.39,,2.26,692.0
7.0,0.92,19.0,87695.0,1.0,22.0,38.37,12.52,1.08,737.0
2.0,1.17,93.0,115965.0,3.0,17.0,102.4,24.11,2.15,551.0
4.0,1.38,147.0,80139.0,3.0,14.0,98.53,16.32,1.57,740.0
1.0,0.85,130.0,109385.0,1.0,20.0,182.66,27.54,1.14,234.0
6.0,0.76,102.0,107173.0,2.0,13.0,58.49,37.96,1.25,1073.0
,0.86,91.0,82532.0,3.0,21.0,,31.77,0.75,951.0
4.0,1.08,85.0,31523.0,3.0,6.0,142.34,10.46,0.7,511.0
1.0,1.59,,37558.0,1.0,11.0,80.31,,0.93,778.0
6.0,1.03,56.0,82766.0,,20.0,185.92,34.09,1.69,578.0
5.0,,26.0,,2.0,11.0,34.28,,1.92,906.0
4.0,0.85,137.0,83456.0,3.0,13.0,136.55,27.97,2.43,752.0
1.0,1.34,54.0,28605.0,2.0,5.0,35.65,15.98,0.84,513.0
2.0,1.25,132.0,48091.0,4.0,24.0,104.55,21.89,0.59,761.0
5.0,0.91,24.0,,4.0,10.0,39.35,25.91,1.36,831.0
6.0,,4.0,85603.0,4.0,14.0,32.71,10.3,1.02,861.0
5.0,1.14,40.0,66330.0,2.0,23.0,125.01,32.68,2.19,1252.0
5.0,0.71,146.0,114438.0,2.0,13.0,10.85,13.6,,976.0
4.0,0.97,144.0,88472.0,1.0,11.0,145.24,29.85,2.14,542.0
4.0,1.42,18.0,139682.0,2.0,7.0,118.99,37.23,2.04,596.0
4.0,0.79,102.0,59779.0,1.0,19.0,6.16,19.62,0.63,885.0
2.0,1.1,117.0,58523.0,1.0,15.0,,17.19,1.39,623.0
3.0,0.81,12.0,46957.0,1.0,8.0,181.85,19.34,1.77,52.0
1.0,1.13,91.0,77889.0,1.0,22.0,105.3,19.06,1.46,490.0
2.0,1.43,107.0,50607.0,,10.0,81.59,16.2,1.89,486.0
2.0,1.29,116.0,35198.0,1.0,17.0,166.52,33.02,1.48,412.0
7.0,1.14,91.0,73026.0,4.0,5.0,,39.37,2.21,765.0
5.0,1.51,123.0,64066.0,1.0,14.0,48.32,27.07,1.93,1020.0
3.0,1.29,7.0,112691.0,3.0,21.0,63.4,27.94,2.28,639.0
5.0,1.51,123.0,64066.0,1.0,14.0,48.32,27.07,1.93,1020.0
3.0,1.03,142.0,63459.0,4.0,13.0,27.86,14.63,2.3,843.0
4.0,1.15,91.0,129241.0,2.0,11.0,91.39,33.62,2.14,714.0
7.0,1.04,145.0,50251.0,4.0,15.0,151.94,19.36,0.67,1031.0
6.0,0.91,118.0,86900.0,3.0,9.0,34.34,15.37,0.84,1034.0
3.0,1.45,75.0,31211.0,4.0,,85.62,30.36,0.84,855.0
5.0,1.39,5.0,134988.0,4.0,13.0,55.71,35.68,1.89,813.0
3.0,0.71,68.0,145139.0,1.0,14.0,79.71,31.68,1.34,609.0
7.0,,40.0,138888.0,1.0,19.0,151.68,38.98,1.61,920.0
5.0,0.81,88.0,123247.0,1.0,15.0,191.93,16.04,1.35,376.0
4.0,1.15,1.0,68128.0,2.0,10.0,131.87,17.29,1.53,308.0
1.0,0.82,115.0,21936.0,,10.0,174.37,34.98,0.95,399.0
7.0,1.58,112.0,69316.0,2.0,13.0,,20.16,0.76,1348.0
7.0,0.78,66.0,60205.0,2.0,13.0,66.06,19.71,0.96,863.0
7.0,1.08,107.0,32379.0,1.0,22.0,148.54,33.41,1.25,828.0
,1.04,117.0,124657.0,4.0,15.0,141.1,12.44,0.95,769.0
5.0,1.27,103.0,99465.0,2.0,22.0,107.63,22.73,2.18,844.0
7.0,1.23,33.0,104573.0,4.0,14.0,159.16,38.5,1.06,865.0
6.0,1.07,101.0,137257.0,3.0,24.0,89.6,19.34,2.41,830.0
5.0,1.36,60.0,124718.0,1.0,22.0,162.17,32.89,2.43,635.0
1.0,1.31,133.0,122877.0,3.0,21.0,176.84,13.49,2.09,322.0
2.0,1.43,89.0,60387.0,3.0,22.0,139.05,20.94,1.56,401.0
5.0,1.57,115.0,100960.0,1.0,15.0,170.16,31.69,0.75,775.0
2.0,1.56,144.0,29196.0,1.0,7.0,85.31,26.33,1.18,650.0
7.0,1.4,112.0,110879.0,2.0,16.0,44.71,22.54,1.75,1123.0
4.0,0.78,128.0,149688.0,4.0,6.0,75.64,31.56,0.66,988.0
4.0,,19.0,45186.0,3.0,24.0,75.65,18.75,1.16,537.0
3.0,0.79,101.0,39187.0,3.0,20.0,32.39,14.22,1.69,755.0
5.0,1.31,28.0,40116.0,2.0,19.0,155.03,17.82,1.83,406.0
5.0,1.04,41.0,103788.0,4.0,15.0,119.3,35.82,,772.0
7.0,0.99,31.0,102214.0,1.0,8.0,69.61,17.73,1.16,792.0
